bug_id,hunk_i,hunk_j,lexical_distance,ast_distance,package_distance,pair_divergence
Closure_169,9,16,0.9784,1.0000,0.2857,0.5125
Closure_169,9,17,0.9777,1.0000,0.2857,0.5121
Closure_169,9,18,0.9830,1.0000,0.2857,0.5149
Closure_169,9,19,0.9784,1.0000,0.2857,0.5125
Closure_169,9,20,1.0000,1.0000,0.2857,0.5238
Closure_169,10,11,0.9359,0.0000,0.0000,0.0000
Closure_169,10,12,0.9641,0.0000,0.0000,0.0000
Closure_169,10,13,0.9422,0.0000,0.0000,0.0000
Closure_169,10,14,0.9843,0.0000,0.0000,0.0000
Closure_169,10,15,0.9774,1.0000,0.2857,0.5120
Closure_169,10,16,0.9042,1.0000,0.2857,0.4737
Closure_169,10,17,0.9762,1.0000,0.2857,0.5113
Closure_169,10,18,0.9767,1.0000,0.2857,0.5116
Closure_169,10,19,0.9892,1.0000,0.2857,0.5181
Closure_169,10,20,1.0000,1.0000,0.2857,0.5238
Closure_169,11,12,0.9774,0.4603,0.0000,0.4499
Closure_169,11,13,0.7676,0.5565,0.0000,0.4272
Closure_169,11,14,0.9724,0.0000,0.0000,0.0000
Closure_169,11,15,0.9698,1.0000,0.2857,0.5080
Closure_169,11,16,0.9419,1.0000,0.2857,0.4934
Closure_169,11,17,0.9551,1.0000,0.2857,0.5003
Closure_169,11,18,0.9583,1.0000,0.2857,0.5020
Closure_169,11,19,0.9660,1.0000,0.2857,0.5060
Closure_169,11,20,1.0000,1.0000,0.2857,0.5238
Closure_169,12,13,0.7614,0.4603,0.0000,0.3505
Closure_169,12,14,0.9491,0.4603,0.0000,0.4369
Closure_169,12,15,0.9128,1.0000,0.2857,0.4781
Closure_169,12,16,0.9913,1.0000,0.2857,0.5192
Closure_169,12,17,0.9216,1.0000,0.2857,0.4827
Closure_169,12,18,0.9796,1.0000,0.2857,0.5131
Closure_169,12,19,0.9913,1.0000,0.2857,0.5192
Closure_169,12,20,1.0000,1.0000,0.2857,0.5238
Closure_169,13,14,0.9559,0.5565,0.0000,0.5320
Closure_169,13,15,0.9364,1.0000,0.2857,0.4905
Closure_169,13,16,0.9839,1.0000,0.2857,0.5154
Closure_169,13,17,0.9216,1.0000,0.2857,0.4827
Closure_169,13,18,0.9779,1.0000,0.2857,0.5122
Closure_169,13,19,0.9903,1.0000,0.2857,0.5187
Closure_169,13,20,1.0000,1.0000,0.2857,0.5238
Closure_169,14,15,0.6938,1.0000,0.2857,0.3634
Closure_169,14,16,0.9354,1.0000,0.2857,0.4900
Closure_169,14,17,0.8740,1.0000,0.2857,0.4578
Closure_169,14,18,0.9830,1.0000,0.2857,0.5149
Closure_169,14,19,0.9751,1.0000,0.2857,0.5108
Closure_169,14,20,1.0000,1.0000,0.2857,0.5238
Closure_169,15,16,0.9440,0.6460,0.0000,0.6098
Closure_169,15,17,0.8740,0.7759,0.0000,0.6782
Closure_169,15,18,0.9830,0.6460,0.0000,0.6350
Closure_169,15,19,0.9799,0.7306,0.0000,0.7159
Closure_169,15,20,1.0000,1.0000,0.2857,0.5238
Closure_169,16,17,0.9347,0.8808,0.0000,0.8233
Closure_169,16,18,0.9616,0.7962,0.0000,0.7656
Closure_169,16,19,0.9543,0.8498,0.0000,0.8110
Closure_169,16,20,1.0000,1.0000,0.2857,0.5238
Closure_169,17,18,0.8911,0.8498,0.0000,0.7572
Closure_169,17,19,0.9195,0.8951,0.0000,0.8231
Closure_169,17,20,1.0000,1.0000,0.2857,0.5238
Closure_169,18,19,0.9252,0.5268,0.0000,0.4874
Closure_169,18,20,1.0000,1.0000,0.2857,0.5238
Closure_169,19,20,1.0000,1.0000,0.2857,0.5238
Closure_171,0,1,0.9439,1.0000,0.3333,0.5244
Closure_173,0,1,0.9496,1.0000,0.3333,0.5275
Closure_174,0,1,0.8648,0.5372,0.0000,0.4646
Closure_174,0,2,0.9794,1.0000,0.3333,0.5441
Closure_174,0,3,0.9682,1.0000,0.3333,0.5379
Closure_174,0,4,0.9583,1.0000,0.3333,0.5324
Closure_174,0,5,0.9514,1.0000,0.3333,0.5285
Closure_174,0,6,1.0000,1.0000,0.3333,0.5556
Closure_174,1,2,0.9660,1.0000,0.3333,0.5367
Closure_174,1,3,0.8917,1.0000,0.3333,0.4954
Closure_174,1,4,0.9534,1.0000,0.3333,0.5297
Closure_174,1,5,0.9784,1.0000,0.3333,0.5436
Closure_174,1,6,1.0000,1.0000,0.3333,0.5556
Closure_174,2,3,0.9403,1.0000,0.3333,0.5224
Closure_174,2,4,0.9136,1.0000,0.3333,0.5076
Closure_174,2,5,0.9448,1.0000,0.3333,0.5249
Closure_174,2,6,1.0000,1.0000,0.3333,0.5556
Closure_174,3,4,0.9113,0.5430,0.0000,0.4948
Closure_174,3,5,0.9743,0.6691,0.0000,0.6519
Closure_174,3,6,1.0000,0.5803,0.0000,0.5803
Closure_174,4,5,0.9856,0.4491,0.0000,0.4427
Closure_174,4,6,1.0000,0.1934,0.0000,0.1934
Closure_174,5,6,1.0000,0.5000,0.0000,0.5000
Closure_175,0,1,0.9861,0.5389,0.0000,0.5314
Closure_175,0,2,0.9456,0.3839,0.0000,0.3630
Closure_175,0,3,0.9705,0.3839,0.0000,0.3726
Closure_175,1,2,0.9484,0.5759,0.0000,0.5462
Closure_175,1,3,0.9893,0.5759,0.0000,0.5697
Closure_175,2,3,0.9635,0.0000,0.0000,0.0000
Closure_176,0,1,0.7562,0.1879,0.0000,0.1421
Closure_176,0,2,0.9406,0.1879,0.0000,0.1767
Closure_176,1,2,0.9562,0.0000,0.0000,0.0000
Codec_1,0,1,0.7171,1.0000,0.2500,0.3585
Codec_1,0,2,0.7171,1.0000,0.2500,0.3585
Codec_1,1,2,0.5167,1.0000,0.2500,0.2584
Codec_6,0,1,0.9615,0.4830,0.0000,0.4644
Codec_6,0,2,0.9733,0.4160,0.0000,0.4049
Codec_6,1,2,0.9858,0.4160,0.0000,0.4101
Codec_8,0,1,0.9753,1.0000,0.2500,0.4876
Codec_11,0,1,0.8389,0.2000,0.0000,0.1678
Codec_11,0,2,0.9696,0.0000,0.0000,0.0000
Codec_11,0,3,0.9749,0.0000,0.0000,0.0000
Codec_11,0,4,0.9637,0.0000,0.0000,0.0000
Codec_11,0,5,0.9973,0.2000,0.0000,0.1995
Codec_11,0,6,0.9902,0.5615,0.0000,0.5559
Codec_11,1,2,0.9609,0.2000,0.0000,0.1922
Codec_11,1,3,0.8658,0.2000,0.0000,0.1732
Codec_11,1,4,0.9304,0.2000,0.0000,0.1861
Codec_11,1,5,0.9909,0.3170,0.0000,0.3141
Codec_11,1,6,0.9781,0.6000,0.0000,0.5869
Codec_11,2,3,0.9105,0.0000,0.0000,0.0000
Codec_11,2,4,0.9588,0.0000,0.0000,0.0000
Codec_11,2,5,0.9234,0.2000,0.0000,0.1847
Codec_11,2,6,0.9330,0.5615,0.0000,0.5238
Codec_11,3,4,0.9302,0.0000,0.0000,0.0000
Codec_11,3,5,0.9395,0.2000,0.0000,0.1879
Codec_11,3,6,0.8839,0.5615,0.0000,0.4963
Codec_11,4,5,0.9934,0.2000,0.0000,0.1987
Codec_11,4,6,0.9792,0.5615,0.0000,0.5498
Codec_11,5,6,0.9979,0.6000,0.0000,0.5988
Codec_12,0,1,0.9940,0.0000,0.0000,0.0000
Codec_13,0,1,0.9864,1.0000,0.3333,0.5480
Codec_13,0,2,1.0000,1.0000,0.3333,0.5556
Codec_13,1,2,1.0000,0.4962,0.0000,0.4962
Codec_14,0,1,1.0000,1.0000,0.2000,0.4667
Codec_14,0,2,0.9829,1.0000,0.2000,0.4587
Codec_14,0,3,0.9488,1.0000,0.2000,0.4428
Codec_14,0,4,0.9800,1.0000,0.2000,0.4573
Codec_14,1,2,0.9905,0.5081,0.0000,0.5033
Codec_14,1,3,0.9952,0.4564,0.0000,0.4542
Codec_14,1,4,0.9888,1.0000,0.2000,0.4614
Codec_14,2,3,0.9722,0.1966,0.0000,0.1911
Codec_14,2,4,0.9785,1.0000,0.2000,0.4566
Codec_14,3,4,0.9882,1.0000,0.2000,0.4611
Collections_25,0,1,0.1832,0.5840,0.0000,0.1070
Collections_25,0,2,0.1832,0.5840,0.0000,0.1070
Collections_25,1,2,0.0000,0.5840,0.0000,0.0000
Compress_2,0,1,0.9429,0.2181,0.0000,0.2057
Compress_2,0,2,0.9797,0.2181,0.0000,0.2137
Compress_2,0,3,0.9703,0.4362,0.0000,0.4232
Compress_2,0,4,0.9593,0.0000,0.0000,0.0000
Compress_2,0,5,0.9784,0.4362,0.0000,0.4268
Compress_2,1,2,0.7655,0.0000,0.0000,0.0000
Compress_2,1,3,0.9732,0.3457,0.0000,0.3364
Compress_2,1,4,0.9142,0.2181,0.0000,0.1994
Compress_2,1,5,0.5338,0.5064,0.0000,0.2703
Compress_2,2,3,0.9689,0.3457,0.0000,0.3350
Compress_2,2,4,0.9610,0.2181,0.0000,0.2096
Compress_2,2,5,0.9134,0.5064,0.0000,0.4626
Compress_2,3,4,0.9751,0.4362,0.0000,0.4253
Compress_2,3,5,0.9784,0.6123,0.0000,0.5991
Compress_2,4,5,0.9592,0.4362,0.0000,0.4184
Compress_3,0,1,0.9845,0.3199,0.0000,0.3150
Compress_3,0,2,0.8871,0.4037,0.0000,0.3581
Compress_3,0,3,0.3935,0.4037,0.0000,0.1588
Compress_3,1,2,0.9987,0.5218,0.0000,0.5211
Compress_3,1,3,0.9987,0.5218,0.0000,0.5211
Compress_3,2,3,0.8138,0.5667,0.0000,0.4612
Compress_4,0,1,0.5685,1.0000,0.3000,0.3032
Compress_4,0,2,0.5685,1.0000,0.3000,0.3032
Compress_4,0,3,0.5685,1.0000,0.4000,0.3411
Compress_4,1,2,0.0000,1.0000,0.3000,0.0000
Compress_4,1,3,0.5685,1.0000,0.4000,0.3411
Compress_4,2,3,0.5685,1.0000,0.4000,0.3411
Compress_6,0,1,0.9858,0.6055,0.0000,0.5970
Compress_9,0,1,0.9999,0.4037,0.0000,0.4036
Compress_10,0,1,0.9999,0.3020,0.0000,0.3020
Compress_11,0,1,1.0000,0.5714,0.0000,0.5714
Compress_20,0,1,0.7652,0.4780,0.0000,0.3657
Compress_20,0,2,0.3385,0.6525,0.0000,0.2209
Compress_20,0,3,0.7652,0.6525,0.0000,0.4993
Compress_20,0,4,0.3385,0.6525,0.0000,0.2209
Compress_20,0,5,0.7652,0.6525,0.0000,0.4993
Compress_20,1,2,0.7326,0.6525,0.0000,0.4780
Compress_20,1,3,0.0000,0.6525,0.0000,0.0000
Compress_20,1,4,0.7326,0.6525,0.0000,0.4780
Compress_20,1,5,0.0000,0.6525,0.0000,0.0000
Compress_20,2,3,0.7021,0.4780,0.0000,0.3356
Compress_20,2,4,0.0000,0.6525,0.0000,0.0000
Compress_20,2,5,0.7021,0.6525,0.0000,0.4581
Compress_20,3,4,0.7326,0.6525,0.0000,0.4780
Compress_20,3,5,0.0000,0.6525,0.0000,0.0000
Compress_20,4,5,0.7021,0.4780,0.0000,0.3356
Compress_22,0,1,0.9630,0.4424,0.0000,0.4261
Compress_22,0,2,0.9935,0.3020,0.0000,0.3001
Compress_22,0,3,0.9560,0.5349,0.0000,0.5114
Compress_22,0,4,0.9560,0.5349,0.0000,0.5114
Compress_22,0,5,0.9560,0.5349,0.0000,0.5114
Compress_22,0,6,0.9560,0.5349,0.0000,0.5114
Compress_22,1,2,0.9646,0.4424,0.0000,0.4268
Compress_22,1,3,0.9390,0.6040,0.0000,0.5672
Compress_22,1,4,0.9390,0.6040,0.0000,0.5672
Compress_22,1,5,0.9390,0.6040,0.0000,0.5672
Compress_22,1,6,0.9390,0.6040,0.0000,0.5672
Compress_22,2,3,1.0000,0.5349,0.0000,0.5349
Compress_22,2,4,1.0000,0.5349,0.0000,0.5349
Compress_22,2,5,1.0000,0.5349,0.0000,0.5349
Compress_22,2,6,1.0000,0.5349,0.0000,0.5349
Compress_22,3,4,0.0000,0.6592,0.0000,0.0000
Compress_22,3,5,0.8138,0.6592,0.0000,0.5365
Compress_22,3,6,0.0000,0.6592,0.0000,0.0000
Compress_22,4,5,0.8138,0.6592,0.0000,0.5365
Compress_22,4,6,0.0000,0.6592,0.0000,0.0000
Compress_22,5,6,0.8138,0.6592,0.0000,0.5365
Compress_29,0,1,0.2278,0.8696,0.0000,0.1981
Compress_29,0,2,0.9991,1.0000,0.3000,0.5329
Compress_29,0,3,0.9990,1.0000,0.3000,0.5328
Compress_29,0,4,0.9991,1.0000,0.3000,0.5329
Compress_29,0,5,0.9990,1.0000,0.3000,0.5328
Compress_29,0,6,0.9991,1.0000,0.3000,0.5329
Compress_29,0,7,0.9990,1.0000,0.3000,0.5328
Compress_29,0,8,0.9991,1.0000,0.3000,0.5329
Compress_29,0,9,0.9990,1.0000,0.3000,0.5328
Compress_29,0,10,0.9991,1.0000,0.3000,0.5329
Compress_29,0,11,0.9990,1.0000,0.3000,0.5328
Compress_29,0,12,0.9991,1.0000,0.3000,0.5329
Compress_29,0,13,0.9990,1.0000,0.3000,0.5328
Compress_29,1,2,0.9991,1.0000,0.3000,0.5329
Compress_29,1,3,0.9990,1.0000,0.3000,0.5328
Compress_29,1,4,0.9991,1.0000,0.3000,0.5329
Compress_29,1,5,0.9990,1.0000,0.3000,0.5328
Compress_29,1,6,0.9991,1.0000,0.3000,0.5329
Compress_29,1,7,0.9990,1.0000,0.3000,0.5328
Compress_29,1,8,0.9991,1.0000,0.3000,0.5329
Compress_29,1,9,0.9990,1.0000,0.3000,0.5328
Compress_29,1,10,0.9991,1.0000,0.3000,0.5329
Compress_29,1,11,0.9990,1.0000,0.3000,0.5328
Compress_29,1,12,0.9991,1.0000,0.3000,0.5329
Compress_29,1,13,0.9990,1.0000,0.3000,0.5328
Compress_29,2,3,0.8318,0.4117,0.0000,0.3424
Compress_29,2,4,0.0000,1.0000,0.2000,0.0000
Compress_29,2,5,0.8318,1.0000,0.2000,0.3882
Compress_29,2,6,0.0000,1.0000,0.3000,0.0000
Compress_29,2,7,0.8318,1.0000,0.3000,0.4436
Compress_29,2,8,0.0000,1.0000,0.3000,0.0000
Compress_29,2,9,0.8318,1.0000,0.3000,0.4436
Compress_29,2,10,0.0000,1.0000,0.3000,0.0000
Compress_29,2,11,0.8318,1.0000,0.3000,0.4436
Compress_29,2,12,0.0000,1.0000,0.3000,0.0000
Compress_29,2,13,0.8318,1.0000,0.3000,0.4436
Compress_29,3,4,0.8318,1.0000,0.2000,0.3882
Compress_29,3,5,0.0000,1.0000,0.2000,0.0000
Compress_29,3,6,0.8318,1.0000,0.3000,0.4436
Compress_29,3,7,0.0000,1.0000,0.3000,0.0000
Compress_29,3,8,0.8318,1.0000,0.3000,0.4436
Compress_29,3,9,0.0000,1.0000,0.3000,0.0000
Compress_29,3,10,0.8318,1.0000,0.3000,0.4436
Compress_29,3,11,0.0000,1.0000,0.3000,0.0000
Compress_29,3,12,0.8318,1.0000,0.3000,0.4436
Compress_29,3,13,0.0000,1.0000,0.3000,0.0000
Compress_29,4,5,0.8318,0.4117,0.0000,0.3424
Compress_29,4,6,0.0000,1.0000,0.3000,0.0000
Compress_29,4,7,0.8318,1.0000,0.3000,0.4436
Compress_29,4,8,0.0000,1.0000,0.3000,0.0000
Compress_29,4,9,0.8318,1.0000,0.3000,0.4436
Compress_29,4,10,0.0000,1.0000,0.3000,0.0000
Compress_29,4,11,0.8318,1.0000,0.3000,0.4436
Compress_29,4,12,0.0000,1.0000,0.3000,0.0000
Compress_29,4,13,0.8318,1.0000,0.3000,0.4436
Compress_29,5,6,0.8318,1.0000,0.3000,0.4436
Compress_29,5,7,0.0000,1.0000,0.3000,0.0000
Compress_29,5,8,0.8318,1.0000,0.3000,0.4436
Compress_29,5,9,0.0000,1.0000,0.3000,0.0000
Compress_29,5,10,0.8318,1.0000,0.3000,0.4436
Compress_29,5,11,0.0000,1.0000,0.3000,0.0000
Compress_29,5,12,0.8318,1.0000,0.3000,0.4436
Compress_29,5,13,0.0000,1.0000,0.3000,0.0000
Compress_29,6,7,0.8318,0.3965,0.0000,0.3298
Compress_29,6,8,0.0000,1.0000,0.3000,0.0000
Compress_29,6,9,0.8318,1.0000,0.3000,0.4436
Compress_29,6,10,0.0000,1.0000,0.3000,0.0000
Compress_29,6,11,0.8318,1.0000,0.3000,0.4436
Compress_29,6,12,0.0000,1.0000,0.3000,0.0000
Compress_29,6,13,0.8318,1.0000,0.3000,0.4436
Compress_29,7,8,0.8318,1.0000,0.3000,0.4436
Compress_29,7,9,0.0000,1.0000,0.3000,0.0000
Compress_29,7,10,0.8318,1.0000,0.3000,0.4436
Compress_29,7,11,0.0000,1.0000,0.3000,0.0000
Compress_29,7,12,0.8318,1.0000,0.3000,0.4436
Compress_29,7,13,0.0000,1.0000,0.3000,0.0000
Compress_29,8,9,0.8318,0.3686,0.0000,0.3066
Compress_29,8,10,0.0000,1.0000,0.2000,0.0000
Compress_29,8,11,0.8318,1.0000,0.2000,0.3882
Compress_29,8,12,0.0000,1.0000,0.3000,0.0000
Compress_29,8,13,0.8318,1.0000,0.3000,0.4436
Compress_29,9,10,0.8318,1.0000,0.2000,0.3882
Compress_29,9,11,0.0000,1.0000,0.2000,0.0000
Compress_29,9,12,0.8318,1.0000,0.3000,0.4436
Compress_29,9,13,0.0000,1.0000,0.3000,0.0000
Compress_29,10,11,0.8318,0.0000,0.0000,0.0000
Compress_29,10,12,0.0000,1.0000,0.3000,0.0000
Compress_29,10,13,0.8318,1.0000,0.3000,0.4436
Compress_29,11,12,0.8318,1.0000,0.3000,0.4436
Compress_29,11,13,0.0000,1.0000,0.3000,0.0000
Compress_29,12,13,0.8318,0.3090,0.0000,0.2570
Compress_33,0,1,0.9927,1.0000,0.3000,0.5294
Compress_33,0,2,0.9597,1.0000,0.3000,0.5119
Compress_33,1,2,0.9924,0.2354,0.0000,0.2336
Compress_34,0,1,0.9486,0.5000,0.0000,0.4743
Compress_35,0,1,0.9809,0.5615,0.0000,0.5507
Compress_39,0,1,0.9935,0.4160,0.0000,0.4133
Compress_40,0,1,0.9588,0.4206,0.0000,0.4033
Compress_40,0,2,0.9823,0.4206,0.0000,0.4132
Compress_40,1,2,0.9995,0.3333,0.0000,0.3332
Compress_42,0,1,0.9880,1.0000,0.2000,0.4610
Compress_43,0,1,0.9547,0.5430,0.0000,0.5184
Compress_43,0,2,0.8040,0.5803,0.0000,0.4666
Compress_43,0,3,0.9721,0.4491,0.0000,0.4366
Compress_43,1,2,0.9692,0.5803,0.0000,0.5624
Compress_43,1,3,0.9643,0.4491,0.0000,0.4331
Compress_43,2,3,0.9708,0.5000,0.0000,0.4854
Compress_47,0,1,0.9504,0.6744,0.0000,0.6410
Compress_47,0,2,0.9555,0.5849,0.0000,0.5588
Compress_47,1,2,0.9588,0.3899,0.0000,0.3738
Csv_7,0,1,0.9910,0.7196,0.0000,0.7131
Csv_8,0,1,0.5910,0.6914,0.0000,0.4086
Csv_13,0,1,0.9594,1.0000,0.2500,0.4797
Csv_16,0,1,0.9615,0.3899,0.0000,0.3749
Csv_16,0,2,0.9686,0.5040,0.0000,0.4882
Csv_16,0,3,1.0000,0.3090,0.0000,0.3090
Csv_16,1,2,0.9644,0.6180,0.0000,0.5960
Csv_16,1,3,1.0000,0.5040,0.0000,0.5040
Csv_16,2,3,1.0000,0.3899,0.0000,0.3899
Gson_1,0,1,0.8875,0.6744,0.0000,0.5985
Gson_3,0,1,0.9954,0.5956,0.0000,0.5929
Gson_4,0,1,0.0000,0.4228,0.0000,0.0000
Gson_4,0,2,0.8824,1.0000,0.2222,0.4248
Gson_4,0,3,0.8824,1.0000,0.2222,0.4248
Gson_4,0,4,0.8824,1.0000,0.2222,0.4248
Gson_4,0,5,0.8824,1.0000,0.2222,0.4248
Gson_4,0,6,0.8824,1.0000,0.2222,0.4248
Gson_4,0,7,0.8824,1.0000,0.2222,0.4248
Gson_4,0,8,0.8824,1.0000,0.2222,0.4248
Gson_4,0,9,0.8824,1.0000,0.2222,0.4248
Gson_4,0,10,0.9589,1.0000,0.2222,0.4617
Gson_4,0,11,0.9341,1.0000,0.2222,0.4497
Gson_4,1,2,0.8824,1.0000,0.2222,0.4248
Gson_4,1,3,0.8824,1.0000,0.2222,0.4248
Gson_4,1,4,0.8824,1.0000,0.2222,0.4248
Gson_4,1,5,0.8824,1.0000,0.2222,0.4248
Gson_4,1,6,0.8824,1.0000,0.2222,0.4248
Gson_4,1,7,0.8824,1.0000,0.2222,0.4248
Gson_4,1,8,0.8824,1.0000,0.2222,0.4248
Gson_4,1,9,0.8824,1.0000,0.2222,0.4248
Gson_4,1,10,0.9589,1.0000,0.2222,0.4617
Gson_4,1,11,0.9341,1.0000,0.2222,0.4497
Gson_4,2,3,0.3394,0.6045,0.0000,0.2052
Gson_4,2,4,0.3394,0.6045,0.0000,0.2052
Gson_4,2,5,0.3394,0.6045,0.0000,0.2052
Gson_4,2,6,0.3394,0.6045,0.0000,0.2052
Gson_4,2,7,0.3394,0.6045,0.0000,0.2052
Gson_4,2,8,0.3394,0.6045,0.0000,0.2052
Gson_4,2,9,0.3394,0.6045,0.0000,0.2052
Gson_4,2,10,0.9083,0.5566,0.0000,0.5056
Gson_4,2,11,0.9734,0.0000,0.0000,0.0000
Gson_4,3,4,0.0000,0.6045,0.0000,0.0000
Gson_4,3,5,0.0000,0.6045,0.0000,0.0000
Gson_4,3,6,0.0000,0.6045,0.0000,0.0000
Gson_4,3,7,0.0000,0.6045,0.0000,0.0000
Gson_4,3,8,0.0000,0.6045,0.0000,0.0000
Gson_4,3,9,0.0000,0.6045,0.0000,0.0000
Gson_4,3,10,0.9083,0.5566,0.0000,0.5056
Gson_4,3,11,0.9734,0.0000,0.0000,0.0000
Gson_4,4,5,0.0000,0.6045,0.0000,0.0000
Gson_4,4,6,0.0000,0.6045,0.0000,0.0000
Gson_4,4,7,0.0000,0.6045,0.0000,0.0000
Gson_4,4,8,0.0000,0.6045,0.0000,0.0000
Gson_4,4,9,0.0000,0.6045,0.0000,0.0000
Gson_4,4,10,0.9083,0.5566,0.0000,0.5056
Gson_4,4,11,0.9734,0.0000,0.0000,0.0000
Gson_4,5,6,0.0000,0.6045,0.0000,0.0000
Gson_4,5,7,0.0000,0.6045,0.0000,0.0000
Gson_4,5,8,0.0000,0.6045,0.0000,0.0000
Gson_4,5,9,0.0000,0.6045,0.0000,0.0000
Gson_4,5,10,0.9083,0.5566,0.0000,0.5056
Gson_4,5,11,0.9734,0.0000,0.0000,0.0000
Gson_4,6,7,0.0000,0.6045,0.0000,0.0000
Gson_4,6,8,0.0000,0.6045,0.0000,0.0000
Gson_4,6,9,0.0000,0.6045,0.0000,0.0000
Gson_4,6,10,0.9083,0.5566,0.0000,0.5056
Gson_4,6,11,0.9734,0.0000,0.0000,0.0000
Gson_4,7,8,0.0000,0.6045,0.0000,0.0000
Gson_4,7,9,0.0000,0.6045,0.0000,0.0000
Gson_4,7,10,0.9083,0.5566,0.0000,0.5056
Gson_4,7,11,0.9734,0.0000,0.0000,0.0000
Gson_4,8,9,0.0000,0.6045,0.0000,0.0000
Gson_4,8,10,0.9083,0.5566,0.0000,0.5056
Gson_4,8,11,0.9734,0.0000,0.0000,0.0000
Gson_4,9,10,0.9083,0.5566,0.0000,0.5056
Gson_4,9,11,0.9734,0.0000,0.0000,0.0000
Gson_4,10,11,0.9722,0.0000,0.0000,0.0000
Gson_7,0,1,0.0000,0.6299,0.0000,0.0000
Gson_8,0,1,0.9544,0.7545,0.0000,0.7201
Gson_8,0,2,0.9544,0.7545,0.0000,0.7201
Gson_8,0,3,0.9544,0.7545,0.0000,0.7201
Gson_8,0,4,0.9960,0.3457,0.0000,0.3443
Gson_8,1,2,0.0000,0.8071,0.0000,0.0000
Gson_8,1,3,0.0000,0.8071,0.0000,0.0000
Gson_8,1,4,0.9862,0.6914,0.0000,0.6818
Gson_8,2,3,0.0000,0.8071,0.0000,0.0000
Gson_8,2,4,0.9862,0.6914,0.0000,0.6818
Gson_8,3,4,0.9862,0.6914,0.0000,0.6818
Gson_9,0,1,0.8876,1.0000,0.2000,0.4142
Gson_9,0,2,0.4192,1.0000,0.4000,0.2515
Gson_9,1,2,0.8329,1.0000,0.4000,0.4997
Gson_14,0,1,0.2478,0.5389,0.0000,0.1335
JacksonCore_1,0,1,0.7837,0.5142,0.0000,0.4030
JacksonCore_1,0,2,0.9830,1.0000,0.3333,0.5461
JacksonCore_1,1,2,0.9760,1.0000,0.3333,0.5422
JacksonCore_2,0,1,0.2388,0.6989,0.0000,0.1669
JacksonCore_2,0,2,0.9164,0.5473,0.0000,0.5016
JacksonCore_2,0,3,0.2388,1.0000,0.2222,0.1150
JacksonCore_2,0,4,0.4708,1.0000,0.2222,0.2267
JacksonCore_2,0,5,0.2388,1.0000,0.2222,0.1150
JacksonCore_2,0,6,0.9164,1.0000,0.2222,0.4413
JacksonCore_2,0,7,0.8521,1.0000,0.2222,0.4103
JacksonCore_2,1,2,0.9618,0.5040,0.0000,0.4847
JacksonCore_2,1,3,0.0000,1.0000,0.2222,0.0000
JacksonCore_2,1,4,0.4708,1.0000,0.2222,0.2267
JacksonCore_2,1,5,0.0000,1.0000,0.2222,0.0000
JacksonCore_2,1,6,0.9618,1.0000,0.2222,0.4631
JacksonCore_2,1,7,0.8521,1.0000,0.2222,0.4103
JacksonCore_2,2,3,0.9944,1.0000,0.2222,0.4788
JacksonCore_2,2,4,0.9864,1.0000,0.2222,0.4749
JacksonCore_2,2,5,0.9944,1.0000,0.2222,0.4788
JacksonCore_2,2,6,0.0000,1.0000,0.2222,0.0000
JacksonCore_2,2,7,0.9955,1.0000,0.2222,0.4793
JacksonCore_2,3,4,0.4708,0.4279,0.0000,0.2015
JacksonCore_2,3,5,0.0000,0.4764,0.0000,0.0000
JacksonCore_2,3,6,0.9618,0.2921,0.0000,0.2809
JacksonCore_2,3,7,0.8521,0.6122,0.0000,0.5217
JacksonCore_2,4,5,0.4819,0.4764,0.0000,0.2296
JacksonCore_2,4,6,0.9618,0.2921,0.0000,0.2809
JacksonCore_2,4,7,0.8993,0.6122,0.0000,0.5506
JacksonCore_2,5,6,0.9618,0.3686,0.0000,0.3545
JacksonCore_2,5,7,0.8521,0.6375,0.0000,0.5433
JacksonCore_2,6,7,0.9955,0.5529,0.0000,0.5504
JacksonCore_9,0,1,0.0000,0.6175,0.0000,0.0000
JacksonCore_9,0,2,0.0000,1.0000,0.3333,0.0000
JacksonCore_9,0,3,0.0000,1.0000,0.3333,0.0000
JacksonCore_9,0,4,0.0000,1.0000,0.3333,0.0000
JacksonCore_9,0,5,0.0000,1.0000,0.3333,0.0000
JacksonCore_9,1,2,0.0000,1.0000,0.3333,0.0000
JacksonCore_9,1,3,0.0000,1.0000,0.3333,0.0000
JacksonCore_9,1,4,0.0000,1.0000,0.3333,0.0000
JacksonCore_9,1,5,0.0000,1.0000,0.3333,0.0000
JacksonCore_9,2,3,0.0000,0.5473,0.0000,0.0000
JacksonCore_9,2,4,0.0000,1.0000,0.2222,0.0000
JacksonCore_9,2,5,0.0000,1.0000,0.2222,0.0000
JacksonCore_9,3,4,0.0000,1.0000,0.2222,0.0000
JacksonCore_9,3,5,0.0000,1.0000,0.2222,0.0000
JacksonCore_9,4,5,0.0000,0.5174,0.0000,0.0000
JacksonCore_10,0,1,0.8871,0.6175,0.0000,0.5478
JacksonCore_12,0,1,0.6543,0.3066,0.0000,0.2006
JacksonCore_12,0,2,0.7880,0.5000,0.0000,0.3940
JacksonCore_12,0,3,0.8469,0.5000,0.0000,0.4234
JacksonCore_12,0,4,0.0000,0.5430,0.0000,0.0000
JacksonCore_12,0,5,0.0000,0.5430,0.0000,0.0000
JacksonCore_12,0,6,0.9787,0.5430,0.0000,0.5315
